Periodo,Variable,Geografia,Valor
2012-01-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,149.328
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1936.715
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1532.406
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.444
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,65.731
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,94.694
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,501.24
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.789
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.2
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,26.159
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,58.381
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.579
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,32.005
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,249.093
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,93.887
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,92.679
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,112.189
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,112.657
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,87.052
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,56.517
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,61.913
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,490.287
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",46.579
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,35.146
2012-02-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,148.04
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1924.885
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1537.417
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,31.203
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,66.89
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,94.94
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,499.672
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,71.102
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.778
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.967
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,54.652
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.615
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,33.009
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,258.377
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,96.087
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,92.842
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,110.2
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,109.959
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,89.114
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,56.9
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,62.505
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,493.335
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.038
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,36.096
2012-03-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,150.789
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1904.162
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1527.298
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.891
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.163
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,93.591
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,496.183
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,71.169
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,132.695
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.7
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,51.488
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.403
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,30.699
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,255.338
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,97.306
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,90.621
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,101.035
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,105.355
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,87.575
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,56.427
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,61.9
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,492.662
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.375
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,36.346
2012-04-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,156.665
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1903.065
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1525.237
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.533
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,68.082
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,93.275
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,494.767
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.844
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,134.162
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.706
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,51.713
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.554
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,29.858
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,240.547
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,98.524
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,88.966
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,96.927
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,106.539
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,86.759
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,56.168
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,61.187
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,492.007
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.419
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,36.726
2012-05-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,168.052
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1897.415
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1521.463
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.147
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,68.283
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,93.451
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,493.645
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.81
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.453
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.403
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,52.408
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.581
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.772
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,240.387
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,98.714
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,89.33
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,96.522
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,107.49
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,87.12
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.929
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,59.921
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,491.11
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.036
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,36.781
2012-06-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,172.16
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1896.625
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1521.281
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,29.956
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,68.1
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,93.213
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,492.676
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.908
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.182
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,24.984
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,52.642
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.338
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.209
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,239.582
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,98.664
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,90.298
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,96.67
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,107.628
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,86.948
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.708
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,59.078
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,488.642
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.729
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,37.283
2012-07-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,171.533
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1899.763
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1519.97
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.131
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.872
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,94.21
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,492.927
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.973
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.411
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.229
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,53.637
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.376
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.176
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,239.634
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,98.027
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,90.524
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,97.298
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,106.728
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,87.068
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.549
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,59.408
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,488.553
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.985
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,37.668
2012-08-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,169.474
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1898.986
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1517.928
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.306
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.315
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,94.327
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,493.204
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.937
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.307
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.205
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,55.497
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.28
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,27.968
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,238.136
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,96.004
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,90.698
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,96.272
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,109.065
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,87.267
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.154
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,59.876
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,487.664
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.874
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,38.354
2012-09-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,166.176
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1910.205
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1525.372
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.77
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.62
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,95.161
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,496.698
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,71.368
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,141.399
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.292
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,56.178
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.4
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.179
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,239.43
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,94.762
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,91.28
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,96.69
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,112.287
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,88.005
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.673
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,60.893
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,490.891
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.892
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,38.97
2012-10-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,163.04
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1920.534
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1527.307
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,31.528
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.535
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,95.903
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,499.957
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,71.77
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,141.222
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.317
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,57.108
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,35.972
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.433
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,242.807
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,96.213
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,92.513
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,99.396
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,112.072
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,89.411
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.896
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,60.714
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,492.746
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.984
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,39.526
2012-11-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,155.271
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1943.766
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1530.503
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.803
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.346
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,96.017
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,502.66
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,71.231
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,135.716
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.012
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,58.253
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,36.301
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.455
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,244.286
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,94.633
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,93.257
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,100.017
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,110.842
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,90.882
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,56.09
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,61.001
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,495.681
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.765
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,40.108
2012-12-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,152.052
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1958.878
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1524.331
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,30.531
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,66.27
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,95.08
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,504.907
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.755
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.728
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,24.902
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,57.939
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,36.42
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,28.831
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,245.472
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,95.217
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,96.087
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,113.021
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,111.577
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,91.115
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.956
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,61.531
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,493.575
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.223
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,38.344
2013-01-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,147.831
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1952.564
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1522.206
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,31.661
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,66.95
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,95.078
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,502.263
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,70.822
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.147
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.03
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,57.184
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,LA PAMPA,36.331
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,LA RIOJA,34.483
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,MENDOZA,253.952
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,MISIONES,96.879
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,NEUQUÉN,97.487
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,RíO NEGRO,114.139
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,SALTA,111.157
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,SAN JUAN,93.073
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,SAN LUIS,55.795
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA CRUZ,62.436
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,SANTA FE,491.601
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,"SANTIAGO 
DEL ESTERO",47.185
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,TIERRA DEL FUEGO,38.752
2013-02-01T00:00:00Z,Asalariados registrados en el sector privado,TUCUMÁN,146.542
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,BUENOS AIRES,1932.927
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,"Cdad. Autónoma 
de Buenos Aires",1525.058
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,CATAMARCA,32.203
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,CHACO,67.749
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,CHUBUT,94.629
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,CÓRDOBA,501.697
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,CORRIENTES,71.081
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,ENTRE RÍOS,133.367
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,FORMOSA,25.143
2013-03-01T00:00:00Z,Asalariados registrados en el sector privado,JUJUY,53.652
